x_m,y_m,incident_W_m2,absorbed_W_m2
-0.025000000000000001,-0.025000000000000001,3.4519708449210914e-10,2.0711825069526548e-10
-0.024500000000000001,-0.025000000000000001,8.7235747299503268e-10,5.2341448379701963e-10
-0.024,-0.025000000000000001,2.1757703621905424e-09,1.3054622173143254e-09
-0.0235,-0.025000000000000001,5.3524257130624993e-09,3.2114554278374994e-09
-0.023,-0.025000000000000001,1.2974390565491231e-08,7.7846343392947377e-09
-0.022500000000000003,-0.025000000000000001,3.0952508221179792e-08,1.8571504932707875e-08
-0.022000000000000002,-0.025000000000000001,7.2575765030537015e-08,4.3545459018322211e-08
-0.021500000000000002,-0.025000000000000001,1.6702141722456376e-07,1.0021285033473826e-07
-0.021000000000000001,-0.025000000000000001,3.7675032804011332e-07,2.2605019682406799e-07
-0.020500000000000001,-0.025000000000000001,8.3194559712358502e-07,4.9916735827415099e-07
-0.02,-0.025000000000000001,1.7964372154310354e-06,1.0778623292586213e-06
-0.0195,-0.025000000000000001,3.7895206964092986e-06,2.273712417845579e-06
-0.019,-0.025000000000000001,7.8028702166244164e-06,4.68172212997465e-06
-0.018500000000000003,-0.025000000000000001,1.5672015972256939e-05,9.4032095833541637e-06
-0.018000000000000002,-0.025000000000000001,3.0686854305405413e-05,1.8412112583243247e-05
-0.017500000000000002,-0.025000000000000001,5.8551943028453675e-05,3.5131165817072204e-05
-0.017000000000000001,-0.025000000000000001,0.00010882726948319927,6.5296361689919557e-05
-0.016500000000000001,-0.025000000000000001,0.00019698083829223443,0.00011818850297534066
-0.016,-0.025000000000000001,0.00034714789219763751,0.00020828873531858249
-0.0155,-0.025000000000000001,0.00059559800535674979,0.00035735880321404985
-0.015000000000000001,-0.025000000000000001,0.00099474596088320959,0.00059684757652992576
-0.014500000000000001,-0.025000000000000001,0.0016173070542806016,0.00097038423256836097
-0.014,-0.025000000000000001,0.0025599246141809352,0.001535954768508561
-0.0135,-0.025000000000000001,0.0039453620593951407,0.0023672172356370845
-0.012999999999999999,-0.025000000000000001,0.0059222737013743176,0.0035533642208245902
-0.012500000000000001,-0.025000000000000001,0.0086617964871429122,0.0051970778922857475
-0.012,-0.025000000000000001,0.012350874461248168,0.0074105246767488999
-0.0115,-0.025000000000000001,0.01718339374891029,0.010310036249346174
-0.010999999999999999,-0.025000000000000001,0.023351762187677563,0.014011057312606537
-0.010499999999999999,-0.025000000000000001,0.031043181091108749,0.018625908654665249
-0.010000000000000002,-0.025000000000000001,0.040445952686623439,0.024267571611974063
-0.0095000000000000015,-0.025000000000000001,0.051771006553353073,0.031062603932011844
-0.0090000000000000011,-0.025000000000000001,0.065291696033271285,0.039175017619962768
-0.0085000000000000006,-0.025000000000000001,0.081400402786553749,0.048840241671932245
-0.0080000000000000002,-0.025000000000000001,0.10067381203569285,0.060404287221415706
-0.0074999999999999997,-0.025000000000000001,0.12393097023187004,0.074358582139122026
-0.0069999999999999993,-0.025000000000000001,0.15226140740080635,0.091356844440483809
-0.0064999999999999988,-0.025000000000000001,0.18699732675934377,0.11219839605560626
-0.0059999999999999984,-0.025000000000000001,0.22960676555697532,0.13776405933418517
-0.0054999999999999979,-0.025000000000000001,0.28149545053518554,0.16889727032111132
-0.005000000000000001,-0.025000000000000001,0.34372371050399447,0.20623422630239668
-0.0044999999999999971,-0.025000000000000001,0.41666867785736755,0.2500012067144205
-0.0040000000000000001,-0.025000000000000001,0.49968600706512717,0.29981160423907627
-0.0035000000000000031,-0.025000000000000001,0.59084268486757452,0.35450561092054472
-0.0029999999999999992,-0.025000000000000001,0.6867964373772939,0.41207786242637634
-0.0025000000000000022,-0.025000000000000001,0.78288316860140972,0.46972990116084579
-0.0019999999999999983,-0.025000000000000001,0.8734414024678796,0.52406484148072774
-0.0015000000000000013,-0.025000000000000001,0.95235673488633221,0.57141404093179926
-0.00099999999999999742,-0.025000000000000001,1.0137595502404249,0.60825573014425494
-0.00050000000000000044,-0.025000000000000001,1.0527681151005233,0.63166086906031393
0,-0.025000000000000001,1.0661483174938018,0.63968899049628103
0.00050000000000000044,-0.025000000000000001,1.0527681151005184,0.63166086906031105
0.0010000000000000009,-0.025000000000000001,1.0137595502404133,0.60825573014424794
0.0015000000000000013,-0.025000000000000001,0.95235673488631001,0.57141404093178594
0.0020000000000000018,-0.025000000000000001,0.87344140246783841,0.52406484148070298
0.0024999999999999988,-0.025000000000000001,0.78288316860133977,0.46972990116080382
0.0030000000000000027,-0.025000000000000001,0.68679643737717688,0.41207786242630612
0.0034999999999999996,-0.025000000000000001,0.59084268486738745,0.35450561092043248
0.0040000000000000036,-0.025000000000000001,0.49968600706482891,0.29981160423889736
0.0045000000000000005,-0.025000000000000001,0.41666867785691047,0.25000120671414627
0.0049999999999999975,-0.025000000000000001,0.34372371050331263,0.20623422630198757
0.0055000000000000014,-0.025000000000000001,0.28149545053419267,0.1688972703205156
0.0059999999999999984,-0.025000000000000001,0.22960676555557158,0.13776405933334293
0.0064999999999999988,-0.025000000000000001,0.18699732675741196,0.11219839605444717
0.0069999999999999993,-0.025000000000000001,0.15226140739822039,0.09135684443893223
0.0074999999999999997,-0.025000000000000001,0.12393097022850307,0.074358582137101836
0.0080000000000000002,-0.025000000000000001,0.10067381203142943,0.060404287218857655
0.0085000000000000006,-0.025000000000000001,0.081400402781302769,0.048840241668781662
0.0090000000000000011,-0.025000000000000001,0.065291696026981039,0.03917501761618862
0.0095000000000000015,-0.025000000000000001,0.051771006546024546,0.031062603927614726
0.010000000000000002,-0.025000000000000001,0.040445952678319096,0.024267571606991455
0.010500000000000002,-0.025000000000000001,0.031043181081956424,0.018625908649173854
0.011000000000000003,-0.025000000000000001,0.023351762177867053,0.014011057306720231
0.011500000000000003,-0.025000000000000001,0.017183393738682412,0.010310036243209447
0.012000000000000004,-0.025000000000000001,0.01235087445087725,0.0074105246705263497
0.012499999999999997,-0.025000000000000001,0.0086617964769150849,0.0051970778861490504
0.013000000000000005,-0.025000000000000001,0.005922273691563818,0.0035533642149382905
0.013499999999999998,-0.025000000000000001,0.0039453620502428533,0.002367217230145712
0.014000000000000005,-0.025000000000000001,0.0025599246058765411,0.0015359547635259245
0.014499999999999999,-0.025000000000000001,0.0016173070469520173,0.00097038422817121036
0.014999999999999999,-0.025000000000000001,0.00099474595459293096,0.00059684757275575858
0.0155,-0.025000000000000001,0.00059559800010558549,0.00035735880006335129
0.016000000000000007,-0.025000000000000001,0.00034714788793402276,0.00020828873276041365
0.016500000000000001,-0.025000000000000001,0.00019698083492529088,0.00011818850095517452
0.017000000000000001,-0.025000000000000001,0.00010882726689718843,6.5296360138313058e-05
0.017500000000000002,-0.025000000000000001,5.8551941096658097e-05,3.513116465799486e-05
0.017999999999999995,-0.025000000000000001,3.068685290185475e-05,1.8412111741112849e-05
0.018500000000000003,-0.025000000000000001,1.5672014980440071e-05,9.4032089882640414e-06
0.019000000000000003,-0.025000000000000001,7.8028695349592954e-06,4.6817217209755774e-06
0.019500000000000003,-0.025000000000000001,3.7895202407430144e-06,2.2737121444458086e-06
0.019999999999999997,-0.025000000000000001,1.796436919180625e-06,1.0778621515083749e-06
0.020499999999999997,-0.025000000000000001,8.3194540979358867e-07,4.991672458761532e-07
0.021000000000000005,-0.025000000000000001,3.7675021282963697e-07,2.2605012769778217e-07
0.021500000000000005,-0.025000000000000001,1.6702134830970708e-07,1.0021280898582425e-07
0.021999999999999999,-0.025000000000000001,7.2575724937403202e-08,4.3545434962441917e-08
0.022499999999999999,-0.025000000000000001,3.0952485534892674e-08,1.8571491320935605e-08
0.023000000000000007,-0.025000000000000001,1.2974378080359868e-08,7.7846268482159195e-09
0.023500000000000007,-0.025000000000000001,5.3524190302532418e-09,3.2114514181519452e-09
0.024,-0.025000000000000001,2.1757668831357044e-09,1.3054601298814225e-09
0.024500000000000001,-0.025000000000000001,8.7235571142565891e-10,5.2341342685539528e-10
0.025000000000000001,-0.025000000000000001,3.4519621698210311e-10,2.0711773018926187e-10
-0.025000000000000001,-0.024500000000000001,8.7235746981614647e-10,5.2341448188968786e-10
-0.024500000000000001,-0.024500000000000001,2.1720643632899657e-09,1.3032386179739795e-09
-0.024,-0.024500000000000001,5.338711278464876e-09,3.2032267670789256e-09
-0.0235,-0.024500000000000001,1.2950647355314973e-08,7.7703884131889838e-09
-0.023,-0.024500000000000001,3.0986011240330594e-08,1.8591606744198355e-08
-0.022500000000000003,-0.024500000000000001,7.3053122150116835e-08,4.38318732900701e-08
-0.022000000000000002,-0.024500000000000001,1.6950585611475636e-07,1.0170351366885381e-07
-0.021500000000000002,-0.024500000000000001,3.8656086448909355e-07,2.3193651869345613e-07
-0.021000000000000001,-0.024500000000000001,8.6523947655043689e-07,5.1914368593026209e-07
-0.020500000000000001,-0.024500000000000001,1.898263054476878e-06,1.1389578326861267e-06
-0.02,-0.024500000000000001,4.0769674843840162e-06,2.4461804906304095e-06
-0.0195,-0.024500000000000001,8.5623954281286706e-06,5.1374372568772023e-06
-0.019,-0.024500000000000001,1.7567514722009884e-05,1.0540508833205929e-05
-0.018500000000000003,-0.024500000000000001,3.5182432951489285e-05,2.1109459770893572e-05
-0.018000000000000002,-0.024500000000000001,6.8729862233047641e-05,4.1237917339828582e-05
-0.017500000000000002,-0.024500000000000001,0.00013089625986780965,7.8537755920685785e-05
-0.017000000000000001,-0.024500000000000001,0.00024292801494081711,0.00014575680896449026
-0.016500000000000001,-0.024500000000000001,0.00043918291780178383,0.0002635097506810703
-0.016,-0.024500000000000001,0.00077324485188307848,0.00046394691112984705
-0.0155,-0.024500000000000001,0.0013255995489591191,0.00079535972937547141
-0.015000000000000001,-0.024500000000000001,0.002212497711143561,0.0013274986266861367
-0.014500000000000001,-0.024500000000000001,0.0035951013332461562,0.0021570607999476937
-0.014,-0.024500000000000001,0.00568738938232069,0.0034124336293924139
-0.0135,-0.024500000000000001,0.0087607539143127258,0.0052564523485876353
-0.012999999999999999,-0.024500000000000001,0.013143011046319117,0.0078858066277914703
-0.012500000000000001,-0.024500000000000001,0.019210011835784781,0.011526007101470868
-0.012,-0.024500000000000001,0.027369468881824118,0.016421681329094471
-0.0115,-0.024500000000000001,0.038039145497428095,0.022823487298456856
-0.010999999999999999,-0.024500000000000001,0.051624968274637466,0.030974980964782479
