x_m,y_m,incident_W_m2,absorbed_W_m2
-0.025000000000000001,-0.025000000000000001,3.3546581690959902e-16,2.0127949014575939e-16
-0.024500000000000001,-0.025000000000000001,1.28072678587062e-15,7.6843607152237201e-16
-0.024,-0.025000000000000001,4.8398600894223421e-15,2.9039160536534053e-15
-0.0235,-0.025000000000000001,1.805822372950251e-14,1.0834934237701505e-14
-0.023,-0.025000000000000001,6.6283575461500141e-14,3.9770145276900082e-14
-0.022500000000000003,-0.025000000000000001,2.3836907243200925e-13,1.4302144345920556e-13
-0.022000000000000002,-0.025000000000000001,8.3650678362929627e-13,5.0190407017757776e-13
-0.021500000000000002,-0.025000000000000001,2.8544182451091376e-12,1.7126509470654824e-12
-0.021000000000000001,-0.025000000000000001,9.4429137248997733e-12,5.6657482349398638e-12
-0.020500000000000001,-0.025000000000000001,3.0214273731071398e-11,1.8128564238642839e-11
-0.02,-0.025000000000000001,9.3336608576004613e-11,5.6001965145602765e-11
-0.0195,-0.025000000000000001,2.7799645084976277e-10,1.6679787050985767e-10
-0.019,-0.025000000000000001,7.9752281894611286e-10,4.785136913676677e-10
-0.018500000000000003,-0.025000000000000001,2.2021720204695912e-09,1.3213032122817548e-09
-0.018000000000000002,-0.025000000000000001,5.8497762239862104e-09,3.5098657343917262e-09
-0.017500000000000002,-0.025000000000000001,1.4943325686509581e-08,8.9659954119057487e-09
-0.017000000000000001,-0.025000000000000001,3.6699674674614705e-08,2.2019804804768824e-08
-0.016500000000000001,-0.025000000000000001,8.6637329133037363e-08,5.1982397479822419e-08
-0.016,-0.025000000000000001,1.9657199516478365e-07,1.1794319709887018e-07
-0.0155,-0.025000000000000001,4.2862415436420745e-07,2.5717449261852448e-07
-0.015000000000000001,-0.025000000000000001,8.9815189198381533e-07,5.388911351902892e-07
-0.014500000000000001,-0.025000000000000001,1.8085660811688999e-06,1.0851396487013399e-06
-0.014,-0.025000000000000001,3.4997572532831574e-06,2.0998543519698943e-06
-0.0135,-0.025000000000000001,6.5085678475907282e-06,3.9051407085544364e-06
-0.012999999999999999,-0.025000000000000001,1.1633928105909204e-05,6.9803568635455223e-06
-0.012500000000000001,-0.025000000000000001,1.9991565189950626e-05,1.1994939113970375e-05
-0.012,-0.025000000000000001,3.3036160585598604e-05,1.9821696351359163e-05
-0.0115,-0.025000000000000001,5.2527516017859044e-05,3.1516509610715424e-05
-0.010999999999999999,-0.025000000000000001,8.0428738791277026e-05,4.8257243274766213e-05
-0.010499999999999999,-0.025000000000000001,0.00011875556000176543,7.1253336001059255e-05
-0.010000000000000002,-0.025000000000000001,0.00016944934522681684,0.00010166960713609011
-0.0095000000000000015,-0.025000000000000001,0.00023441548783699945,0.00014064929270219965
-0.0090000000000000011,-0.025000000000000001,0.00031593330773726147,0.00018955998464235689
-0.0085000000000000006,-0.025000000000000001,0.00041766838086033329,0.00025060102851619996
-0.0080000000000000002,-0.025000000000000001,0.00054645941944198874,0.00032787565166519326
-0.0074999999999999997,-0.025000000000000001,0.00071486988855984238,0.00042892193313590543
-0.0069999999999999993,-0.025000000000000001,0.00094417524753486707,0.0005665051485209202
-0.0064999999999999988,-0.025000000000000001,0.001267035121320856,0.00076022107279251361
-0.0059999999999999984,-0.025000000000000001,0.0017286789015730501,0.0010372073409438301
-0.0054999999999999979,-0.025000000000000001,0.0023851848454432396,0.0014311109072659438
-0.005000000000000001,-0.025000000000000001,0.0032975650644104563,0.0019785390386462738
-0.0044999999999999971,-0.025000000000000001,0.0045210550129589858,0.0027126330077753913
-0.0040000000000000001,-0.025000000000000001,0.0060902811883583432,0.0036541687130150057
-0.0035000000000000031,-0.025000000000000001,0.0080026436643759902,0.0048015861986255943
-0.0029999999999999992,-0.025000000000000001,0.010203829500274575,0.0061222977001647444
-0.0025000000000000022,-0.025000000000000001,0.012580214713469595,0.0075481288280817571
-0.0019999999999999983,-0.025000000000000001,0.014962404166901583,0.0089774425001409499
-0.0015000000000000013,-0.025000000000000001,0.017142033328960245,0.010285219997376147
-0.00099999999999999742,-0.025000000000000001,0.018900537654218726,0.011340322592531236
-0.00050000000000000044,-0.025000000000000001,0.020044833262121056,0.012026899957272633
0,-0.025000000000000001,0.020442055288775005,0.012265233173265002
0.00050000000000000044,-0.025000000000000001,0.020044833262121056,0.012026899957272633
0.0010000000000000009,-0.025000000000000001,0.018900537654218726,0.011340322592531236
0.0015000000000000013,-0.025000000000000001,0.017142033328960245,0.010285219997376147
0.0020000000000000018,-0.025000000000000001,0.014962404166901561,0.008977442500140936
0.0024999999999999988,-0.025000000000000001,0.012580214713469574,0.0075481288280817441
0.0030000000000000027,-0.025000000000000001,0.010203829500274523,0.0061222977001647132
0.0034999999999999996,-0.025000000000000001,0.008002643664375992,0.0048015861986255952
0.0040000000000000036,-0.025000000000000001,0.0060902811883583067,0.003654168713014984
0.0045000000000000005,-0.025000000000000001,0.0045210550129589607,0.0027126330077753761
0.0049999999999999975,-0.025000000000000001,0.0032975650644104537,0.001978539038646272
0.0055000000000000014,-0.025000000000000001,0.0023851848454432252,0.0014311109072659351
0.0059999999999999984,-0.025000000000000001,0.001728678901573048,0.0010372073409438288
0.0064999999999999988,-0.025000000000000001,0.0012670351213208528,0.00076022107279251165
0.0069999999999999993,-0.025000000000000001,0.00094417524753486577,0.00056650514852091944
0.0074999999999999997,-0.025000000000000001,0.00071486988855984195,0.00042892193313590516
0.0080000000000000002,-0.025000000000000001,0.00054645941944199059,0.00032787565166519434
0.0085000000000000006,-0.025000000000000001,0.00041766838086033296,0.00025060102851619975
0.0090000000000000011,-0.025000000000000001,0.00031593330773726087,0.00018955998464235651
0.0095000000000000015,-0.025000000000000001,0.0002344154878369976,0.00014064929270219857
0.010000000000000002,-0.025000000000000001,0.00016944934522681467,0.0001016696071360888
0.010500000000000002,-0.025000000000000001,0.00011875556000176294,7.1253336001057764e-05
0.011000000000000003,-0.025000000000000001,8.0428738791274044e-05,4.8257243274764424e-05
0.011500000000000003,-0.025000000000000001,5.2527516017856171e-05,3.1516509610713703e-05
0.012000000000000004,-0.025000000000000001,3.3036160585595684e-05,1.9821696351357411e-05
0.012499999999999997,-0.025000000000000001,1.9991565189947973e-05,1.1994939113968784e-05
0.013000000000000005,-0.025000000000000001,1.1633928105906417e-05,6.9803568635438502e-06
0.013499999999999998,-0.025000000000000001,6.5085678475883082e-06,3.9051407085529846e-06
0.014000000000000005,-0.025000000000000001,3.4997572532809962e-06,2.0998543519685975e-06
0.014499999999999999,-0.025000000000000001,1.8085660811671321e-06,1.0851396487002792e-06
0.014999999999999999,-0.025000000000000001,8.9815189198239189e-07,5.3889113518943507e-07
