% x(m) y(m) incident_basis(1/m^2)
-0.025000000000000001 -0.025000000000000001 9.2037617710725047e-27
-0.024500000000000001 -0.025000000000000001 5.243527920617857e-26
-0.024 -0.025000000000000001 2.8702058639413593e-25
-0.0235 -0.025000000000000001 1.5094999777943565e-24
-0.023 -0.025000000000000001 7.6275184674199804e-24
-0.022500000000000003 -0.025000000000000001 3.7030802040390509e-23
-0.022000000000000002 -0.025000000000000001 1.7273181981213787e-22
-0.021500000000000002 -0.025000000000000001 7.7412431902907393e-22
-0.021000000000000001 -0.025000000000000001 3.3333276998001164e-21
-0.020500000000000001 -0.025000000000000001 1.3790312144312438e-20
-0.02 -0.025000000000000001 5.4814927816709534e-20
-0.0195 -0.025000000000000001 2.0933997441129132e-19
-0.019 -0.025000000000000001 7.6812868372648505e-19
-0.018500000000000003 -0.025000000000000001 2.7079724218392652e-18
-0.018000000000000002 -0.025000000000000001 9.1723978511037198e-18
-0.017500000000000002 -0.025000000000000001 2.9850381655854976e-17
-0.017000000000000001 -0.025000000000000001 9.333514866380657e-17
-0.016500000000000001 -0.025000000000000001 2.8039409973475223e-16
-0.016 -0.025000000000000001 8.0932101396342328e-16
-0.0155 -0.025000000000000001 2.2444041184494596e-15
-0.015000000000000001 -0.025000000000000001 5.980115790093001e-15
-0.014500000000000001 -0.025000000000000001 1.5308986444170268e-14
-0.014 -0.025000000000000001 3.7654043621279334e-14
-0.0135 -0.025000000000000001 8.8982620847977824e-14
-0.012999999999999999 -0.025000000000000001 2.0203529256621536e-13
-0.012500000000000001 -0.025000000000000001 4.4073537434249179e-13
-0.012 -0.025000000000000001 9.2375634544478584e-13
-0.0115 -0.025000000000000001 1.86022810263009e-12
-0.010999999999999999 -0.025000000000000001 3.5991904736968694e-12
-0.010499999999999999 -0.025000000000000001 6.6907427264485271e-12
-0.010000000000000002 -0.025000000000000001 1.195023179520236e-11
-0.0095000000000000015 -0.025000000000000001 2.0507534867720544e-11
-0.0090000000000000011 -0.025000000000000001 3.3813488012877058e-11
-0.0085000000000000006 -0.025000000000000001 5.3568901923920433e-11
